"drug"	"disease"	"probs"	"Drug name"	"OMIM disease name"
"DB00381"	"125853"	"0.554544977"	"Amlodipine"	"Diabetes Mellitus, Noninsulin-Dependent; Niddm"
"DB00915"	"102400"	"0.554159516"	"Amantadine"	"Acroosteolysis"
"DB00357"	"165199"	"0.551281109"	"Aminoglutethimide"	"Optic Atrophy, Hearing Loss, And Peripheral Neuropathy, Autosomal"
"DB00915"	"104300"	"0.550467042"	"Amantadine"	"Alzheimer Disease; Ad"
"DB00787"	"158280"	"0.549345118"	"Aciclovir"	"Motion Sickness"
"DB00437"	"192000"	"0.548736206"	"Allopurinol"	"Uterine Anomalies"
"DB00381"	"137580"	"0.547253516"	"Amlodipine"	"Gilles De La Tourette Syndrome; Gts"
"DB00969"	"115000"	"0.547095785"	"Alosetron"	"Cardiac Arrhythmia"
"DB00404"	"164230"	"0.546689735"	"Alprazolam"	"Obsessive-Compulsive Disorder; Ocd"
"DB00915"	"607850"	"0.546243556"	"Amantadine"	"Osteoarthritis Susceptibility 3; Os3"
"DB00819"	"158280"	"0.54585375"	"Acetazolamide"	"Motion Sickness"
"DB00819"	"136200"	"0.545470324"	"Acetazolamide"	"Flushing Of Ears And Somnolence"
"DB00357"	"167870"	"0.545360156"	"Aminoglutethimide"	"Panic Disorder 1; Pand1"
"DB00915"	"102500"	"0.544007163"	"Amantadine"	"Acroosteolysis With Osteoporosis And Changes In Skull And Mandible"
"DB00346"	"173200"	"0.543832902"	"Alfuzosin"	"Pityriasis Rubra Pilaris"
"DB00316"	"601608"	"0.543283194"	"Acetaminophen"	"Spastic Paraplegia And Evans Syndrome"
"DB01193"	"157300"	"0.542951841"	"Acebutolol"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB00381"	"184700"	"0.542933697"	"Amlodipine"	"Polycystic Ovary Syndrome 1; Pcos1"
"DB00404"	"607499"	"0.542049584"	"Alprazolam"	"Bulimia Nervosa, Susceptibility To, 1; Buln1"
"DB00357"	"175100"	"0.541632153"	"Aminoglutethimide"	"Adenomatous Polyposis Of The Colon; Apc"
"DB00819"	"600807"	"0.541160069"	"Acetazolamide"	"Asthma, Susceptibility To"
"DB00182"	"127750"	"0.541131211"	"Amphetamine"	"Dementia, Lewy Body; Dlb"
"DB00819"	"310468"	"0.540879499"	"Acetazolamide"	"Nephrolithiasis, X-Linked Recessive, With Renal Failure; Xrn"
"DB00357"	"308205"	"0.540775302"	"Aminoglutethimide"	"Ichthyosis Follicularis, Atrichia, And Photophobia Syndrome"
"DB00381"	"200170"	"0.53817686"	"Amlodipine"	"Acanthosis Nigricans With Muscle Cramps And Acral Enlargement"
"DB00381"	"144010"	"0.538124508"	"Amlodipine"	"Hypercholesterolemia, Autosomal Dominant, Type B"
"DB01193"	"166300"	"0.537233766"	"Acebutolol"	"Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy"
"DB00969"	"147480"	"0.536634801"	"Alosetron"	"Cholestasis, Intrahepatic, Of Pregnancy; Icp"
"DB00381"	"608583"	"0.536172071"	"Amlodipine"	"Atrial Fibrillation, Familial, 1; Atfb1"
"DB00915"	"200170"	"0.536116467"	"Amantadine"	"Acanthosis Nigricans With Muscle Cramps And Acral Enlargement"
"DB00404"	"161900"	"0.535919436"	"Alprazolam"	"Renal Failure, Progressive, With Hypertension"
"DB00819"	"304900"	"0.535745603"	"Acetazolamide"	"Diabetes Insipidus, Neurohypophyseal Type"
"DB00316"	"210050"	"0.535405365"	"Acetaminophen"	"Berry Aneurysm, Cirrhosis, Pulmonary Emphysema, And Cerebral Calcification"
"DB00316"	"125310"	"0.533430114"	"Acetaminophen"	"Cerebral Arteriopathy, Autosomal Dominant, With Subcortical Infarcts"
"DB00787"	"173200"	"0.533429508"	"Aciclovir"	"Pityriasis Rubra Pilaris"
"DB00210"	"208550"	"0.532690357"	"Adapalene"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB01223"	"109350"	"0.532120773"	"Aminophylline"	"Gastroesophageal Reflux"
"DB00316"	"215140"	"0.532021669"	"Acetaminophen"	"Hydrops-Ectopic Calcification-Moth-Eaten Skeletal Dysplasia"
"DB00404"	"110100"	"0.53162096"	"Alprazolam"	"Blepharophimosis, Ptosis, And Epicanthus Inversus; Bpes"
"DB00357"	"190310"	"0.531530435"	"Aminoglutethimide"	"Tremor, Nystagmus, And Duodenal Ulcer"
"DB00969"	"252320"	"0.530664603"	"Alosetron"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00787"	"165199"	"0.530616645"	"Aciclovir"	"Optic Atrophy, Hearing Loss, And Peripheral Neuropathy, Autosomal"
"DB00316"	"190400"	"0.530443291"	"Acetaminophen"	"Trigeminal Neuralgia"
"DB00819"	"143500"	"0.529897831"	"Acetazolamide"	"Gilbert Syndrome"
"DB00316"	"607501"	"0.529488932"	"Acetaminophen"	"Migraine Without Aura, Susceptibility To, 4"
"DB00437"	"605839"	"0.529242848"	"Allopurinol"	"Leiomyomatosis And Renal Cell Cancer, Hereditary"
"DB00819"	"144110"	"0.528721048"	"Acetazolamide"	"Hyperhidrosis Palmaris Et Plantaris"
"DB00210"	"246400"	"0.528497693"	"Adapalene"	"Letterer-Siwe Disease"
"DB00969"	"136200"	"0.527690493"	"Alosetron"	"Flushing Of Ears And Somnolence"
"DB00918"	"607501"	"0.524688773"	"Almotriptan"	"Migraine Without Aura, Susceptibility To, 4"
"DB01143"	"175100"	"0.524476079"	"Amifostine"	"Adenomatous Polyposis Of The Colon; Apc"
"DB00787"	"200170"	"0.524110256"	"Aciclovir"	"Acanthosis Nigricans With Muscle Cramps And Acral Enlargement"
"DB00787"	"147530"	"0.522921957"	"Aciclovir"	"Insensitivity To Pain With Hyperplastic Myelinopathy"
"DB00437"	"109543"	"0.522334909"	"Allopurinol"	"Leukemia, Chronic Lymphocytic, Susceptibility To, 2"
"DB00404"	"208230"	"0.521058484"	"Alprazolam"	"Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac"
"DB00787"	"278200"	"0.52071725"	"Aciclovir"	"Woolly Hair, Hypotrichosis, Everted Lower Lip, And Outstanding Ears"
"DB00357"	"155600"	"0.5206627"	"Aminoglutethimide"	"Melanoma, Cutaneous Malignant; Cmm"
"DB00404"	"157700"	"0.520601415"	"Alprazolam"	"Mitral Valve Prolapse, Familial; Mvp"
"DB00787"	"179600"	"0.519872501"	"Aciclovir"	"Raynaud Disease"
"DB00381"	"601042"	"0.519786911"	"Amlodipine"	"Choreoathetosis/Spasticity, Episodic; Cse"
"DB00346"	"144110"	"0.518533804"	"Alfuzosin"	"Hyperhidrosis Palmaris Et Plantaris"
"DB00969"	"143465"	"0.517986491"	"Alosetron"	"Attention Deficit-Hyperactivity Disorder; Adhd"
"DB00918"	"165199"	"0.517766773"	"Almotriptan"	"Optic Atrophy, Hearing Loss, And Peripheral Neuropathy, Autosomal"
"DB00819"	"208300"	"0.517498065"	"Acetazolamide"	"Ascites, Chylous"
"DB00210"	"603165"	"0.517132952"	"Adapalene"	"Dermatitis, Atopic"
"DB00437"	"144650"	"0.517120122"	"Allopurinol"	"Hyperlipoproteinemia, Type V"
"DB00969"	"600082"	"0.516752197"	"Alosetron"	"Prostatic Hyperplasia, Benign; Bph"
"DB00969"	"246300"	"0.515673927"	"Alosetron"	"Leprosy, Susceptibility To, 3; Lprs3"
"DB00819"	"208700"	"0.515397852"	"Acetazolamide"	"Ataxia With Myoclonic Epilepsy And Presenile Dementia"
"DB00819"	"226150"	"0.514879403"	"Acetazolamide"	"Enterocolitis"
"DB00915"	"264120"	"0.514677695"	"Amantadine"	"Prolactin Deficiency With Obesity And Enlarged Testes"
"DB00437"	"167870"	"0.51343143"	"Allopurinol"	"Panic Disorder 1; Pand1"
"DB00969"	"602068"	"0.510727242"	"Alosetron"	"Leishmaniasis, Tegumentary, Susceptibility To"
"DB00918"	"252320"	"0.510466053"	"Almotriptan"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00357"	"601665"	"0.510297945"	"Aminoglutethimide"	"Obesity"
"DB00969"	"304790"	"0.510157851"	"Alosetron"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB00915"	"145500"	"0.509816868"	"Amantadine"	"Hypertension, Essential"
"DB00437"	"179830"	"0.509569781"	"Allopurinol"	"Renal Tubular Acidosis, Proximal"
"DB00819"	"147530"	"0.509561103"	"Acetazolamide"	"Insensitivity To Pain With Hyperplastic Myelinopathy"
"DB00969"	"103780"	"0.507922243"	"Alosetron"	"Alcohol Dependence"
"DB00787"	"308205"	"0.507914397"	"Aciclovir"	"Ichthyosis Follicularis, Atrichia, And Photophobia Syndrome"
"DB01193"	"215140"	"0.507536593"	"Acebutolol"	"Hydrops-Ectopic Calcification-Moth-Eaten Skeletal Dysplasia"
"DB00357"	"246470"	"0.507343012"	"Aminoglutethimide"	"Leukemia, Acute Myelocytic, With Polyposis Coli And Colon Cancer"
"DB00357"	"164230"	"0.505647994"	"Aminoglutethimide"	"Obsessive-Compulsive Disorder; Ocd"
"DB00819"	"203700"	"0.505144586"	"Acetazolamide"	"Alpers Diffuse Degeneration Of Cerebral Gray Matter With Hepatic Cirrhosis"
"DB00316"	"239350"	"0.5"	"Acetaminophen"	"Hyperphosphatemia, Polyuria, And Seizures"
"DB00316"	"145200"	"0.5"	"Acetaminophen"	"Hyperpigmentation Of Fuldauer And Kuijpers"
"DB00819"	"115000"	"0.5"	"Acetazolamide"	"Cardiac Arrhythmia"
"DB00787"	"161900"	"0.5"	"Aciclovir"	"Renal Failure, Progressive, With Hypertension"
"DB00210"	"200170"	"0.5"	"Adapalene"	"Acanthosis Nigricans With Muscle Cramps And Acral Enlargement"
"DB00210"	"208230"	"0.5"	"Adapalene"	"Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac"
"DB00210"	"182000"	"0.5"	"Adapalene"	"Keratosis, Seborrheic"
"DB00918"	"161900"	"0.5"	"Almotriptan"	"Renal Failure, Progressive, With Hypertension"
"DB00969"	"188030"	"0.5"	"Alosetron"	"Thrombocytopenic Purpura, Autoimmune; Aitp"
"DB00404"	"264120"	"0.5"	"Alprazolam"	"Prolactin Deficiency With Obesity And Enlarged Testes"
"DB00915"	"165720"	"0.5"	"Amantadine"	"Osteoarthritis Susceptibility 1; Os1"
"DB00915"	"131300"	"0.5"	"Amantadine"	"Camurati-Engelmann Disease"
"DB00321"	"131200"	"0.5"	"Amitriptyline"	"Endometriosis, Susceptibility To, 1"
"DB00381"	"157700"	"0.5"	"Amlodipine"	"Mitral Valve Prolapse, Familial; Mvp"
"DB00819"	"171300"	"0.492618834"	"Acetazolamide"	"Pheochromocytoma"
"DB00381"	"104300"	"0.492378913"	"Amlodipine"	"Alzheimer Disease; Ad"
"DB00210"	"145100"	"0.490881948"	"Adapalene"	"Hyperpigmentation Of Eyelids"
"DB00316"	"102400"	"0.490443466"	"Acetaminophen"	"Acroosteolysis"
"DB00819"	"608583"	"0.489721983"	"Acetazolamide"	"Atrial Fibrillation, Familial, 1; Atfb1"
"DB00210"	"212050"	"0.48941116"	"Adapalene"	"Candidiasis, Familial, 2; Candf2"
"DB00437"	"181460"	"0.488972998"	"Allopurinol"	"Schistosoma Mansoni Infection, Susceptibility/Resistance To"
"DB00915"	"254200"	"0.488569773"	"Amantadine"	"Myasthenia Gravis; Mg"
"DB00357"	"264120"	"0.488206392"	"Aminoglutethimide"	"Prolactin Deficiency With Obesity And Enlarged Testes"
"DB00316"	"104130"	"0.487836599"	"Acetaminophen"	"Alopecia, Psychomotor Epilepsy, Pyorrhea, And Mental Subnormality"
"DB00381"	"203700"	"0.487111269"	"Amlodipine"	"Alpers Diffuse Degeneration Of Cerebral Gray Matter With Hepatic Cirrhosis"
"DB00787"	"166760"	"0.486917914"	"Aciclovir"	"Otitis Media, Susceptibility To"
"DB00210"	"133690"	"0.485885165"	"Adapalene"	"Exostoses With Anetodermia And Brachydactyly, Type E"
"DB00969"	"263300"	"0.485770391"	"Alosetron"	"Polycythemia Vera"
"DB00346"	"109350"	"0.485518114"	"Alfuzosin"	"Gastroesophageal Reflux"
"DB00819"	"304790"	"0.484529347"	"Acetazolamide"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB00819"	"128101"	"0.484349165"	"Acetazolamide"	"Dystonia 4, Torsion, Autosomal Dominant; Dyt4"
"DB00381"	"264120"	"0.483906986"	"Amlodipine"	"Prolactin Deficiency With Obesity And Enlarged Testes"
"DB00819"	"601367"	"0.483863347"	"Acetazolamide"	"Stroke, Ischemic"
"DB00787"	"135550"	"0.483355062"	"Aciclovir"	"Fibromatosis, Gingival, With Progressive Deafness"
"DB00357"	"239350"	"0.48221353"	"Aminoglutethimide"	"Hyperphosphatemia, Polyuria, And Seizures"
"DB00404"	"136200"	"0.480389186"	"Alprazolam"	"Flushing Of Ears And Somnolence"
"DB00346"	"607499"	"0.479979182"	"Alfuzosin"	"Bulimia Nervosa, Susceptibility To, 1; Buln1"
"DB00437"	"125851"	"0.479177666"	"Allopurinol"	"Maturity-Onset Diabetes Of The Young, Type 2; Mody2"
"DB00969"	"161900"	"0.479048648"	"Alosetron"	"Renal Failure, Progressive, With Hypertension"
"DB00357"	"266600"	"0.478237725"	"Aminoglutethimide"	"Inflammatory Bowel Disease 1; Ibd1"
"DB00437"	"215140"	"0.477946488"	"Allopurinol"	"Hydrops-Ectopic Calcification-Moth-Eaten Skeletal Dysplasia"
"DB00182"	"125320"	"0.477216816"	"Amphetamine"	"Dementia/Parkinsonism With Non-Alzheimer Amyloid Plaques"
"DB00969"	"226150"	"0.476330774"	"Alosetron"	"Enterocolitis"
"DB00969"	"189800"	"0.476301869"	"Alosetron"	"Preeclampsia/Eclampsia 1; Pee1"
"DB00210"	"607850"	"0.475245451"	"Adapalene"	"Osteoarthritis Susceptibility 3; Os3"
"DB00381"	"266600"	"0.475123494"	"Amlodipine"	"Inflammatory Bowel Disease 1; Ibd1"
"DB00381"	"143465"	"0.474622246"	"Amlodipine"	"Attention Deficit-Hyperactivity Disorder; Adhd"
"DB00918"	"217200"	"0.473861546"	"Almotriptan"	"Convulsive Disorder, Familial, With Prenatal Or Early Onset"
"DB00819"	"607516"	"0.473680071"	"Acetazolamide"	"Migraine With Or Without Aura, Susceptibility To, 6"
"DB00819"	"146255"	"0.473548289"	"Acetazolamide"	"Hypoparathyroidism, Sensorineural Deafness, And Renal Disease"
"DB00437"	"175505"	"0.472884541"	"Allopurinol"	"Polyposis Of Gastric Fundus Without Polyposis Coli"
"DB00346"	"131200"	"0.472292396"	"Alfuzosin"	"Endometriosis, Susceptibility To, 1"
"DB00787"	"602068"	"0.471984559"	"Aciclovir"	"Leishmaniasis, Tegumentary, Susceptibility To"
"DB00819"	"157950"	"0.470155159"	"Acetazolamide"	"Permanent Molars, Secondary Retention Of"
"DB00210"	"140600"	"0.469728957"	"Adapalene"	"Osteoarthritis Susceptibility 2; Os2"
"DB00918"	"167870"	"0.469596646"	"Almotriptan"	"Panic Disorder 1; Pand1"
"DB00819"	"188050"	"0.468220996"	"Acetazolamide"	"Thrombosis, Susceptibility To"
"DB00357"	"114500"	"0.467499816"	"Aminoglutethimide"	"Colorectal Cancer; Crc"
"DB00787"	"166300"	"0.467185551"	"Aciclovir"	"Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy"
"DB00437"	"600631"	"0.466858795"	"Allopurinol"	"Enuresis, Nocturnal, 1; Enur1"
"DB00316"	"127750"	"0.466399789"	"Acetaminophen"	"Dementia, Lewy Body; Dlb"
"DB00437"	"600808"	"0.46594421"	"Allopurinol"	"Enuresis, Nocturnal, 2; Enur2"
"DB00316"	"157700"	"0.465201296"	"Acetaminophen"	"Mitral Valve Prolapse, Familial; Mvp"
"DB00357"	"144110"	"0.463002065"	"Aminoglutethimide"	"Hyperhidrosis Palmaris Et Plantaris"
"DB00819"	"184700"	"0.462572612"	"Acetazolamide"	"Polycystic Ovary Syndrome 1; Pcos1"
"DB01143"	"157700"	"0.462479588"	"Amifostine"	"Mitral Valve Prolapse, Familial; Mvp"
"DB00787"	"208300"	"0.461880787"	"Aciclovir"	"Ascites, Chylous"
"DB00969"	"145590"	"0.461585077"	"Alosetron"	"Hyperthermia, Cutaneous, With Headaches And Nausea"
"DB00210"	"252320"	"0.461454829"	"Adapalene"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00404"	"144110"	"0.461162613"	"Alprazolam"	"Hyperhidrosis Palmaris Et Plantaris"
"DB00357"	"103780"	"0.46010517"	"Aminoglutethimide"	"Alcohol Dependence"
"DB00404"	"189600"	"0.458967232"	"Alprazolam"	"Torticollis"
"DB00316"	"103780"	"0.458635288"	"Acetaminophen"	"Alcohol Dependence"
"DB00210"	"304790"	"0.458454116"	"Adapalene"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB00346"	"608583"	"0.458096284"	"Alfuzosin"	"Atrial Fibrillation, Familial, 1; Atfb1"
"DB00316"	"157950"	"0.457490473"	"Acetaminophen"	"Permanent Molars, Secondary Retention Of"
"DB00437"	"254400"	"0.457483839"	"Allopurinol"	"Mycosis Fungoides"
"DB01193"	"145500"	"0.456749895"	"Acebutolol"	"Hypertension, Essential"
"DB00357"	"157950"	"0.456219501"	"Aminoglutethimide"	"Permanent Molars, Secondary Retention Of"
"DB01193"	"190300"	"0.456151874"	"Acebutolol"	"Tremor, Hereditary Essential, 1; Etm1"
"DB00357"	"157700"	"0.455937148"	"Aminoglutethimide"	"Mitral Valve Prolapse, Familial; Mvp"
"DB00346"	"184700"	"0.455821184"	"Alfuzosin"	"Polycystic Ovary Syndrome 1; Pcos1"
"DB00321"	"200170"	"0.454384727"	"Amitriptyline"	"Acanthosis Nigricans With Muscle Cramps And Acral Enlargement"
"DB00787"	"208230"	"0.454236162"	"Aciclovir"	"Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac"
"DB00404"	"165720"	"0.453290415"	"Alprazolam"	"Osteoarthritis Susceptibility 1; Os1"
"DB00316"	"607498"	"0.452800382"	"Acetaminophen"	"Migraine With Or Without Aura, Susceptibility To, 3"
"DB00915"	"109350"	"0.452012112"	"Amantadine"	"Gastroesophageal Reflux"
"DB00969"	"146850"	"0.451037441"	"Alosetron"	"Immune Suppression; Is"
"DB00787"	"217150"	"0.450679832"	"Aciclovir"	"Contractures, Congenital, Torticollis, And Malignant Hyperthermia"
"DB00918"	"607498"	"0.450398166"	"Almotriptan"	"Migraine With Or Without Aura, Susceptibility To, 3"
"DB00210"	"151590"	"0.450196486"	"Adapalene"	"Lichen Sclerosus Et Atrophicus; Lsa"
"DB00404"	"109350"	"0.449679424"	"Alprazolam"	"Gastroesophageal Reflux"
"DB00381"	"126200"	"0.449285783"	"Amlodipine"	"Multiple Sclerosis, Susceptibility To; Ms"
"DB00357"	"252320"	"0.449035997"	"Aminoglutethimide"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00437"	"179600"	"0.448651254"	"Allopurinol"	"Raynaud Disease"
"DB00357"	"137215"	"0.448377583"	"Aminoglutethimide"	"Gastric Cancer"
"DB00819"	"607554"	"0.448054687"	"Acetazolamide"	"Atrial Fibrillation, Familial, 3; Atfb3"
"DB00381"	"304790"	"0.447471883"	"Amlodipine"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB00381"	"144650"	"0.447299048"	"Amlodipine"	"Hyperlipoproteinemia, Type V"
"DB00437"	"308600"	"0.446744943"	"Allopurinol"	"Jaundice, Familial Obstructive, Of Infancy"
"DB00437"	"147540"	"0.446040401"	"Allopurinol"	"Insect Stings, Hypersensitivity To"
"DB00316"	"125320"	"0.446012135"	"Acetaminophen"	"Dementia/Parkinsonism With Non-Alzheimer Amyloid Plaques"
"DB00316"	"600351"	"0.445640473"	"Acetaminophen"	"Enteropathy, Familial, With Villous Edema And Immunoglobulin G2 Deficiency"
"DB00915"	"600351"	"0.445374181"	"Amantadine"	"Enteropathy, Familial, With Villous Edema And Immunoglobulin G2 Deficiency"
"DB00316"	"233810"	"0.445039766"	"Acetaminophen"	"Growth Retardation, Small And Puffy Hands And Feet, And Eczema"
"DB00969"	"125851"	"0.444670856"	"Alosetron"	"Maturity-Onset Diabetes Of The Young, Type 2; Mody2"
"DB00316"	"602068"	"0.44414678"	"Acetaminophen"	"Leishmaniasis, Tegumentary, Susceptibility To"
"DB00404"	"157300"	"0.443565121"	"Alprazolam"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB00787"	"145200"	"0.443247931"	"Aciclovir"	"Hyperpigmentation Of Fuldauer And Kuijpers"
"DB00381"	"144110"	"0.442824853"	"Amlodipine"	"Hyperhidrosis Palmaris Et Plantaris"
"DB00787"	"303110"	"0.442763042"	"Aciclovir"	"Choroideremia With Deafness And Obesity"
"DB00787"	"607850"	"0.442617415"	"Aciclovir"	"Osteoarthritis Susceptibility 3; Os3"
"DB00915"	"143100"	"0.442410596"	"Amantadine"	"Huntington Disease; Hd"
"DB00787"	"165150"	"0.441975816"	"Aciclovir"	"Ophthalmoplegia, Progressive, With Scrotal Tongue And Mental Deficiency"
"DB00316"	"133600"	"0.441735979"	"Acetaminophen"	"Exostoses Of Heel"
"DB01143"	"109350"	"0.441632825"	"Amifostine"	"Gastroesophageal Reflux"
"DB01223"	"604827"	"0.441622499"	"Aminophylline"	"Epilepsy, Idiopathic Generalized, Susceptibility To, 7; Eig7"
"DB00210"	"102100"	"0.440336559"	"Adapalene"	"Acromegaloid Changes, Cutis Verticis Gyrata, And Corneal Leukoma"
"DB00969"	"264120"	"0.440049208"	"Alosetron"	"Prolactin Deficiency With Obesity And Enlarged Testes"
"DB01193"	"157950"	"0.439555012"	"Acebutolol"	"Permanent Molars, Secondary Retention Of"
"DB00787"	"604416"	"0.439102234"	"Aciclovir"	"Pyogenic Sterile Arthritis, Pyoderma Gangrenosum, And Acne"
"DB00969"	"181460"	"0.437564838"	"Alosetron"	"Schistosoma Mansoni Infection, Susceptibility/Resistance To"
"DB00357"	"267740"	"0.437456375"	"Aminoglutethimide"	"Retinal Degeneration And Epilepsy"
"DB00357"	"109543"	"0.437008885"	"Aminoglutethimide"	"Leukemia, Chronic Lymphocytic, Susceptibility To, 2"
"DB00918"	"303110"	"0.436657423"	"Almotriptan"	"Choroideremia With Deafness And Obesity"
"DB00210"	"155601"	"0.436546941"	"Adapalene"	"Melanoma, Cutaneous Malignant, Susceptibility To, 2; Cmm2"
"DB00993"	"600351"	"0.967757225"	"Azathioprine"	"Enteropathy, Familial, With Villous Edema And Immunoglobulin G2 Deficiency"
"DB00181"	"252320"	"0.965125549"	"Baclofen"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00868"	"147530"	"0.959850498"	"Benzonatate"	"Insensitivity To Pain With Hyperplastic Myelinopathy"
"DB00993"	"600807"	"0.959742541"	"Azathioprine"	"Asthma, Susceptibility To"
"DB00993"	"304790"	"0.958059288"	"Azathioprine"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB00181"	"164230"	"0.95446225"	"Baclofen"	"Obsessive-Compulsive Disorder; Ocd"
"DB00993"	"161900"	"0.952461784"	"Azathioprine"	"Renal Failure, Progressive, With Hypertension"
"DB00181"	"102300"	"0.946166424"	"Baclofen"	"Restless Legs Syndrome, Susceptibility To, 1; Rls1"
"DB00181"	"157300"	"0.944655826"	"Baclofen"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB00181"	"143465"	"0.944576098"	"Baclofen"	"Attention Deficit-Hyperactivity Disorder; Adhd"
"DB00181"	"607459"	"0.943466579"	"Baclofen"	"Sensory Ataxic Neuropathy, Dysarthria, And Ophthalmoparesis; Sando"
"DB00181"	"181500"	"0.938511337"	"Baclofen"	"Schizophrenia; Sczd"
"DB00993"	"600263"	"0.937551582"	"Azathioprine"	"Helicobacter Pylori Infection, Susceptibility To"
"DB00993"	"254500"	"0.934621812"	"Azathioprine"	"Myeloma, Multiple"
"DB00181"	"606798"	"0.934027397"	"Baclofen"	"Blepharospasm, Benign Essential"
"DB00993"	"104300"	"0.93321765"	"Azathioprine"	"Alzheimer Disease; Ad"
"DB00181"	"203700"	"0.929833979"	"Baclofen"	"Alpers Diffuse Degeneration Of Cerebral Gray Matter With Hepatic Cirrhosis"
"DB00181"	"217200"	"0.927847491"	"Baclofen"	"Convulsive Disorder, Familial, With Prenatal Or Early Onset"
"DB00181"	"125310"	"0.927301835"	"Baclofen"	"Cerebral Arteriopathy, Autosomal Dominant, With Subcortical Infarcts"
"DB00181"	"137580"	"0.927121357"	"Baclofen"	"Gilles De La Tourette Syndrome; Gts"
"DB00181"	"127750"	"0.926278125"	"Baclofen"	"Dementia, Lewy Body; Dlb"
"DB00181"	"167870"	"0.925521154"	"Baclofen"	"Panic Disorder 1; Pand1"
"DB00181"	"190300"	"0.920698402"	"Baclofen"	"Tremor, Hereditary Essential, 1; Etm1"
"DB00181"	"190310"	"0.920558274"	"Baclofen"	"Tremor, Nystagmus, And Duodenal Ulcer"
"DB00181"	"103780"	"0.91699224"	"Baclofen"	"Alcohol Dependence"
"DB00993"	"145500"	"0.914999918"	"Azathioprine"	"Hypertension, Essential"
"DB00181"	"161900"	"0.912248222"	"Baclofen"	"Renal Failure, Progressive, With Hypertension"
"DB00993"	"276300"	"0.911230409"	"Azathioprine"	"Mismatch Repair Cancer Syndrome"
"DB00181"	"608105"	"0.909144836"	"Baclofen"	"Epilepsy, Rolandic, With Paroxysmal Exercise-Induced Dystonia And"
